ID	Abstract
563	We experienced complete remission in a patient with postoperative abdominal lymph node recurrence of intrathoracic esophageal cancer after treatment with radiation (60Co: 30 Gy) and split CF therapy (CDDP: 20 mg/day + 5-FU: 1 g/day for 5 days). Since then, this patient has remained in complete remission for 43 months with intermittent split CF therapy one or two times a year. 
564	The effect of Ca2+ on the glucose transporter of human erythrocytes was investigated. The results showed that extracellular Ca2+ had no effect. But, the glucose transport of erythrocytes was markedly inhibited due to the increase in cytoplasmic Ca2+ concentration by addition of ionophore A23187. The Ca2+ inhibition exhibited a dose-dependent manner with an apparent half maximal concentration of 250 microM and could not be recovered by 10 mM EGTA. Unlike Ca2+, Mg2+ did not affect the glucose transporter. 
565	The expression of CD25 and CD45RO in lymphocytes from patients with acute lymphoblastic leukemia in response to cytomegalovirus and varicella-zoster virus antigens was analyzed by flow cytometry. It is suggested that the defects in the immune response to cytomegalovirus and varicella-zoster virus in patients with acute lymphoblastic leukemia on chemotherapy are in the expression of CD25 and in the switching of CD45RA cells to CD45RO cells. 
566	We report a case of cerebral air embolism caused by right subclavian vein catheterization. A large amount of air was seen only over the left cerebral hemisphere on computed tomographic (CT) scans. Although neurological deficit was observed bilaterally at the onset, the degree of ischemic brain damage was far greater in the left cerebral hemisphere than in the right. This unusual left-sided predominancy of cerebral air embolism was presumably due to the tortuosity of the ascending aorta. 
567	Numerous case-control studies have suggested a link between the oral contraceptive pill and liver cancer. The secular trends in liver cancer mortality rates for England and Wales from 1975 to 1992 were examined to determine whether an effect of the pill was apparent. Liver cancer mortality has remained constant in women in the age groups that have had major exposure to the pill. 
568	Nipple secretion is an important clinical symptom in the context of breast pathology second only, in terms of incidence and diagnostic role, to the presence of a mammary nodule. Its importance derives from its possible association with cancer (from 3% to 47%) of which it may be the earliest sign, even if it is most often in relation to a benign pathology. The authors report their experience from 1988 to the present in 60 cases of mammary secretion out of 1200 patients attending the clinic. 
569	Mesenteric arteriovenous fistulas or arterioportal fistulas (APF) are rare and mostly secondary to penetrating abdominal wounds. A rare case of APF presenting 2 years later a blunt abdominal trauma has been reported. On the basis of a review of the literature (65 cases) the etiology, clinical findings, diagnostical aspects and the results of conservative and surgical treatment have been analyzed. 
570	The belief in delayed antidepressant action has been encouraged by a confusion between the concepts of full response and the appearance of improvement. Conventional trial designs are insufficiently sensitive to detect early significant separation of drug and placebo. Analysis of time to response is a more sensitive measure to detect early differences in improvement and 2-week studies are therefore proposed as a valid method to demonstrate antidepressant efficacy. 
571	CRP is an acute phase protein (APP) formed by hepatic cells in acute phase reaction (APR). APR is initiated by a broad spectrum of cytokines of activated macrophages of blood and tissues. During the APR, plasma concentrations of APP are changed. Cytokines regulate APPs. CRP is a phylogenetically very old molecule. The degree of homology of amino acids in CRP is very high in a lot of species. CRP binding specificities depend on Ca++. The diagnostic importance of CRP in veterinary medicine is discussed. 
572	Thorough review of structure, pharmacology, efficacy and safety of nabumetone; among 1677 patients, 0.4% showed marked elevations in both ALT and AST, but no mention of clinically apparent liver injury or jaundice.
573	58 year old man with prostate cancer developed jaundice 6 weeks after starting flutamide [bilirubin 11 mg/dL, ALT 348 U/L, Alk P 276 U/L, protime 34% and ascites], nevertheless, recovering within one month of stopping.
574	Among 51 Italian patients with rheumatoid arthritis treated with methotrexate weekly for up to 3 years, 14% had transient ALT or AST elevations, all resolving spontaneously or with dose modification.
575	The results of the endolymphatic chemotherapy application in patients with metastatic cancer of stomach are presented. The low toxicity and high effectiveness were suggested. One-year survival was achieved in 42.2% of patients. 
576	Myxedema coma is a fatal condition when left unrecognized. With the advent of intensive supportive therapy and the use of intravenous thyroxine, however, mortality for this disorder is declining. Further insights into the pathophysiology of hypothyroidism should lead to more rational approaches to therapy and result in improved survival. 
577	The introduction of this article is devoted to the physiological role of vitamin D3 and its synthesis. The authors refer to the accidental introduction of vitamin D3 into the psoriasis treatment, which later led to the development of a less toxic vitamin D3 analog named calcipotriol, and its administration as a topical antipsoriatic agent. Reviewing the literature the authors discuss the pharmacological and immunological effects of calcipotriol as well as the potential applications of vitamin D3. 
578	Sarcoidosis is a multisystem granulomatous disease of unknown aetiology. The role of radiology is not only to support the clinical diagnosis but also as an adjunct to monitor the course and progression of the disease. The cornerstone of radiological assessment is the plain radiograph, however newer imaging methods are producing more information in relation to the anatomical distribution and pathophysiology which may ultimately have a profound effect on the management of this protean disease. 
579	"Anti-smoking counseling by physicians has demonstrated to be the treatment modality of smokers with the best cost-benefit ratio. The basic stages of physician intervention are summarized in the four ""A's"" of clinical activities: ask, advise, assist, arrange. The systematic use of this methodology by the health teams could achieve 80000 ex-smokers per year in our country. "
580	Motor vehicle crash (MVC) deaths in Wisconsin have steadily declined since the 1970s. Multiple prevention strategies have been applied resulting in the lowest MVC death rate in 30 years. If current trends continue, firearms will exceed MVCs in Wisconsin by the year 2001. Multiple prevention strategies based on the public health model need to be applied to firearms. 
581	The usefulness of two commercial immunoassays for the detection of diarrheal enterotoxin of Bacillus cereus is unclear because the identity of the enterotoxin(s) has not been proven and the kits detect different proteins. We found that the Bacillus cereus Enterotoxin-Reversed Passive Latex Agglutination kit (Oxoid) detects the L2 component from hemolysin BL, and the Bacillus Diarrhoeal Enterotoxin Visual Immunoassay (Tecra) detects two apparently nontoxic proteins. 
582	A patient with acute interstitial nephritis secondary to ingestion of a Chinese herbal medicine adulterated with mefenamic acid is presented. Following hemodialysis and cessation of the medication the patient's renal function returned to normal. 
583	"Following the introductory informative consideration of the conception of public health in different countries, the author quotes the first reports on public health service in the history of the ""Kingdom of Bohemia"". In the following text he considers the development of this service, emphasizes the role of the National Institute of Public Health and gives a survey of its brief history until its reestablishment on January 1, 1992. "
